Source,Rôle,Titre,Entreprise,Localisation,Lien,Compétences
LinkedIn,data engineer,Data Engineer GCP F/H,VISEO,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-gcp-f-h-at-viseo-4133242965?position=26&pageNum=0&refId=03F8fNjtYUPZszy1U3wyuA%3D%3D&trackingId=Ovlcp0%2B1dk%2B63Ybw8AJeEA%3D%3D,"python, java, r, spark, sql, google cloud, gcp, git, airflow, excel"
LinkedIn,data engineer,Senior Data Engineer,HCLTech,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/senior-data-engineer-at-hcltech-4273201359?position=29&pageNum=0&refId=03F8fNjtYUPZszy1U3wyuA%3D%3D&trackingId=2OoHdoYA4qH7KlbdwzGptw%3D%3D,"python, c#, r, spark, sql, nosql, azure, ci/cd, power bi, machine learning, excel"
LinkedIn,data engineer,Data Engineer - Databricks,Lumenalta,Maroc,https://ma.linkedin.com/jobs/view/data-engineer-databricks-at-lumenalta-4276116207?position=31&pageNum=0&refId=03F8fNjtYUPZszy1U3wyuA%3D%3D&trackingId=D%2FMqrklVpVIrF1vmwAFoNg%3D%3D,"python, r, spark, sql, aws, git"
LinkedIn,data engineer,Senior Data Engineer,Artefact,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-data-engineer-at-artefact-4104827039?position=32&pageNum=0&refId=03F8fNjtYUPZszy1U3wyuA%3D%3D&trackingId=m1iped0iVFrruY8luxvH%2Bg%3D%3D,"python, r, spark, sql, mysql, postgresql, aws, gcp, docker, git, ci/cd, airflow, machine learning, microservices, agile"
LinkedIn,data engineer,Data Engineer Expérimenté,SQLI,"Préfecture de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-exp%C3%A9riment%C3%A9-at-sqli-4266419261?position=36&pageNum=0&refId=03F8fNjtYUPZszy1U3wyuA%3D%3D&trackingId=zun48Vv%2F%2FgtEELMiI1IJXg%3D%3D,"java, r, sql, google cloud, gcp, docker, git, ci/cd, linux, agile, scrum"
LinkedIn,data engineer,Data Engineer Confirmé,ALTEN,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-confirm%C3%A9-at-alten-4272020123?position=39&pageNum=0&refId=03F8fNjtYUPZszy1U3wyuA%3D%3D&trackingId=y3hDVx8B0ddP956CgtgtIQ%3D%3D,"r, gcp, git, ci/cd, agile, scrum, excel"
LinkedIn,data engineer,Data Engineer Spark/Scala Senior (Maroc ) H/F,ALTEN,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/data-engineer-spark-scala-senior-maroc-h-f-at-alten-4257257190?position=41&pageNum=0&refId=03F8fNjtYUPZszy1U3wyuA%3D%3D&trackingId=y9UVovSz%2BqS5j7THYJ20dA%3D%3D,"java, r, spark, gcp, git, ci/cd, microservices, scrum, excel"
LinkedIn,data engineer,Data Engineer - Databricks,Lumenalta,Maroc,https://ma.linkedin.com/jobs/view/data-engineer-databricks-at-lumenalta-4276115225?position=43&pageNum=0&refId=03F8fNjtYUPZszy1U3wyuA%3D%3D&trackingId=xSSBTkqVaRCaoAyvFItTzA%3D%3D,"python, r, spark, sql, aws, git"
LinkedIn,data engineer,Data engineer -Apache NIFI,Devoteam,"cercle de El Borouj, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-apache-nifi-at-devoteam-3628571106?position=45&pageNum=0&refId=03F8fNjtYUPZszy1U3wyuA%3D%3D&trackingId=d9G%2BaQmXNo2SfSHycqiF2A%3D%3D,"java, r, sql, aws, azure, gcp, git, agile, excel"
LinkedIn,data engineer,Data Engineer - Databricks,Lumenalta,Maroc,https://ma.linkedin.com/jobs/view/data-engineer-databricks-at-lumenalta-4276114279?position=46&pageNum=0&refId=03F8fNjtYUPZszy1U3wyuA%3D%3D&trackingId=D%2FJDP3hIzdL43SWphXvlmw%3D%3D,"python, r, spark, sql, aws, git, excel"
LinkedIn,data engineer,Cloud Data Engineer SQL GCP,Devoteam,"Beni Mellal, Béni Mellal-Khénifra, Maroc",https://ma.linkedin.com/jobs/view/cloud-data-engineer-sql-gcp-at-devoteam-4231964131?position=54&pageNum=0&refId=03F8fNjtYUPZszy1U3wyuA%3D%3D&trackingId=m3BER57nE9FzG%2Fio1nmUng%3D%3D,"r, sql, aws, azure, gcp, git, ci/cd, airflow"
LinkedIn,data engineer,Data Engineer Expérimenté,ALTEN,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-exp%C3%A9riment%C3%A9-at-alten-4271591494?position=56&pageNum=0&refId=03F8fNjtYUPZszy1U3wyuA%3D%3D&trackingId=YgjZmmM4W4UXbA3hO5E5lg%3D%3D,"r, gcp, git, ci/cd, agile, scrum, excel"
LinkedIn,data engineer,Data Engineer KPI BOOK,ALTEN,"Fès, Fès-Meknès, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-kpi-book-at-alten-4277195908?position=57&pageNum=0&refId=03F8fNjtYUPZszy1U3wyuA%3D%3D&trackingId=YFT6EVOJ9CK2XMPK5tRfyg%3D%3D,"python, java, javascript, r, javascript, mongodb, git, tableau, excel"
LinkedIn,data engineer,Tech Lead Data Engineer (expert GCP),LINCOLN,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/tech-lead-data-engineer-expert-gcp-at-lincoln-france-4043972694?position=58&pageNum=0&refId=03F8fNjtYUPZszy1U3wyuA%3D%3D&trackingId=4YiqXQ4AG%2FUmYL3YPOSg6A%3D%3D,"r, sql, gcp, git, ci/cd, linux, agile, scrum"
LinkedIn,data engineer,Data Engineer GCP F/H,VISEO,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-gcp-f-h-at-viseo-4133242965?position=1&pageNum=2&refId=6hNGTcOGnEQ9jHJpYDq7Rg%3D%3D&trackingId=YJkuXNgZJ%2FvavWWEo7mFzw%3D%3D,"python, java, r, spark, sql, google cloud, gcp, git, airflow, excel"
LinkedIn,data engineer,Senior Data Engineer,HCLTech,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/senior-data-engineer-at-hcltech-4273201359?position=4&pageNum=2&refId=6hNGTcOGnEQ9jHJpYDq7Rg%3D%3D&trackingId=IoThOberbDCK2R7SsX2HIA%3D%3D,"python, c#, r, spark, sql, nosql, azure, ci/cd, power bi, machine learning, excel"
LinkedIn,data engineer,Data Engineer - Databricks,Lumenalta,Maroc,https://ma.linkedin.com/jobs/view/data-engineer-databricks-at-lumenalta-4276116207?position=6&pageNum=2&refId=6hNGTcOGnEQ9jHJpYDq7Rg%3D%3D&trackingId=UKbeOO5PY1IOojgg0GAprw%3D%3D,"python, r, spark, sql, aws, git"
LinkedIn,data engineer,Senior Data Engineer,Artefact,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-data-engineer-at-artefact-4104827039?position=7&pageNum=2&refId=6hNGTcOGnEQ9jHJpYDq7Rg%3D%3D&trackingId=HvH6Z0H5eUATf7CMlHg%2Btg%3D%3D,"python, r, spark, sql, mysql, postgresql, aws, gcp, docker, git, ci/cd, airflow, machine learning, microservices, agile"
LinkedIn,data engineer,Cloud Data Engineer SQL GCP,Devoteam,"Beni Mellal, Béni Mellal-Khénifra, Maroc",https://ma.linkedin.com/jobs/view/cloud-data-engineer-sql-gcp-at-devoteam-4231964131?position=4&pageNum=5&refId=lPn4wlrLsb3IlPgvLCHmyQ%3D%3D&trackingId=8kPqgoDC1y5ysHokAdx4oQ%3D%3D,"r, sql, aws, azure, gcp, git, ci/cd, airflow"
LinkedIn,data engineer,Data Engineer Expérimenté,ALTEN,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-exp%C3%A9riment%C3%A9-at-alten-4271591494?position=6&pageNum=5&refId=lPn4wlrLsb3IlPgvLCHmyQ%3D%3D&trackingId=92IdtM4wtt%2FyYA9dGgvnRg%3D%3D,"r, gcp, git, ci/cd, agile, scrum, excel"
LinkedIn,data engineer,Data Engineer KPI BOOK,ALTEN,"Fès, Fès-Meknès, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-kpi-book-at-alten-4277195908?position=7&pageNum=5&refId=lPn4wlrLsb3IlPgvLCHmyQ%3D%3D&trackingId=5MWTX3W94OPJjyCr4IMYTw%3D%3D,"python, java, javascript, r, javascript, mongodb, git, tableau, excel"
LinkedIn,data engineer,Tech Lead Data Engineer (expert GCP),LINCOLN,Casablanca et périphérie,https://ma.linkedin.com/jobs/view/tech-lead-data-engineer-expert-gcp-at-lincoln-france-4043972694?position=8&pageNum=5&refId=lPn4wlrLsb3IlPgvLCHmyQ%3D%3D&trackingId=VeU7GjYLLi5J0L73eWpchg%3D%3D,"r, sql, gcp, git, ci/cd, linux, agile, scrum"
LinkedIn,data engineer,Data Engineer - Senior,Lumenalta,Maroc,https://ma.linkedin.com/jobs/view/data-engineer-senior-at-lumenalta-4276111651?position=2&pageNum=7&refId=6gnfFd0wGGzA08q9hr0H%2Fw%3D%3D&trackingId=0dfzvJwPEKTa%2BAwPykJczA%3D%3D,"python, java, r, sql, aws, gcp, git, ci/cd, airflow, agile"
LinkedIn,data engineer,Senior Data Engineer - X Delivery,Boston Consulting Group (BCG),"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/senior-data-engineer-x-delivery-at-boston-consulting-group-bcg-4268290920?position=3&pageNum=7&refId=6gnfFd0wGGzA08q9hr0H%2Fw%3D%3D&trackingId=ZRetjLPbJvB3VgZ6xDTLyA%3D%3D,"python, java, r, spark, hadoop, sql, nosql, mongodb, mysql, postgresql, aws, azure, google cloud, docker, git, ci/cd, airflow, excel, django"
LinkedIn,data engineer,Data Engineer Confirmé – Écosystème Microsoft Fabric,Inetum,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-confirm%C3%A9-%E2%80%93-%C3%A9cosyst%C3%A8me-microsoft-fabric-at-inetum-4267244628?position=4&pageNum=7&refId=6gnfFd0wGGzA08q9hr0H%2Fw%3D%3D&trackingId=4JxKGESeef0jyDyhVFEC0A%3D%3D,"python, r, spark, sql, git, power bi"
LinkedIn,data engineer,Data Engineer Spark Scala Senior | Devoteam Maroc Nearshore,Devoteam,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/data-engineer-spark-scala-senior-devoteam-maroc-nearshore-at-devoteam-4030155533?position=3&pageNum=10&refId=Az5DlcxL%2FwrGnG8AAWdt%2Bw%3D%3D&trackingId=U9VxOtrnMeYNPCrUpr6GGw%3D%3D,"python, java, r, spark, hadoop, sql, nosql, aws, azure, gcp, docker, git, ci/cd, linux, airflow, microservices, agile, excel"
LinkedIn,full stack developer,Full Stack Developer,Cnexia,"Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/full-stack-developer-at-cnexia-4248074540?position=7&pageNum=0&refId=hb9yZKK3Abjd93od9Ip0Mg%3D%3D&trackingId=UtZFhw29VGmLoDWCVmlSqg%3D%3D,"python, r, sql, mysql, aws, azure, gcp, docker, git, linux, agile, excel"
LinkedIn,full stack developer,Full Stack Developer,Expleo Group,"Tanger, Tanger-Tétouan-Al Hoceïma, Maroc",https://ma.linkedin.com/jobs/view/full-stack-developer-at-expleo-group-4235390978?position=14&pageNum=0&refId=hb9yZKK3Abjd93od9Ip0Mg%3D%3D&trackingId=YvSqWy%2FCEbapKvlftJtZLw%3D%3D,"c#, r, sql, excel"
LinkedIn,full stack developer,Full Stack Developer,Expleo Group,"Tanger, Tanger-Tétouan-Al Hoceïma, Maroc",https://ma.linkedin.com/jobs/view/full-stack-developer-at-expleo-group-4275729675?position=24&pageNum=0&refId=hb9yZKK3Abjd93od9Ip0Mg%3D%3D&trackingId=GTdY32EsGIEZPNKEzamz3Q%3D%3D,"r, aws, ci/cd, node.js"
LinkedIn,full stack developer,Full Stack Developer,Cnexia,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/full-stack-developer-at-cnexia-4277669991?position=26&pageNum=0&refId=hb9yZKK3Abjd93od9Ip0Mg%3D%3D&trackingId=cRrBZYD52Hy%2B4ArPcKDLrA%3D%3D,"java, r, sql, excel"
LinkedIn,full stack developer,Full Stack Developer (React / Java),Cnexia,Maroc,https://ma.linkedin.com/jobs/view/full-stack-developer-react-java-at-cnexia-4278992800?position=27&pageNum=0&refId=hb9yZKK3Abjd93od9Ip0Mg%3D%3D&trackingId=zlPsR3Y12r0qxVEs6UOVsg%3D%3D,"java, r, typescript, git, microservices, agile, scrum, node.js"
LinkedIn,full stack developer,Full Stack Developer,Cnexia,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/full-stack-developer-at-cnexia-4277669991?position=1&pageNum=2&refId=JD0ZwigDOD9BsBMYZGKgUw%3D%3D&trackingId=YNr1geGk%2B13HqyhjgvFgNw%3D%3D,"java, r, sql, excel"
LinkedIn,full stack developer,Full Stack Developer (React / Java),Cnexia,Maroc,https://ma.linkedin.com/jobs/view/full-stack-developer-react-java-at-cnexia-4278992800?position=2&pageNum=2&refId=JD0ZwigDOD9BsBMYZGKgUw%3D%3D&trackingId=D2z9lTNT3iUCAbz5M%2B7URw%3D%3D,"java, r, typescript, git, microservices, agile, scrum, node.js"
LinkedIn,AI engineer,AI Engineer,Elavi,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ai-engineer-at-elavi-4279056670?position=4&pageNum=0&refId=KVtL7KovGgFmOLmgNjWoZw%3D%3D&trackingId=zCfrF0fxptTAQLkkmPi0DA%3D%3D,"python, r, tensorflow, pytorch"
LinkedIn,AI engineer,Data Scientist & AI Engineer,ALTEN,"Fès, Fès-Meknès, Maroc",https://ma.linkedin.com/jobs/view/data-scientist-ai-engineer-at-alten-4262388085?position=10&pageNum=0&refId=KVtL7KovGgFmOLmgNjWoZw%3D%3D&trackingId=Brr3XZWKpkn0nxbHAAlQ5g%3D%3D,"python, r, tensorflow, pytorch, scikit-learn, pandas, matplotlib, power bi, machine learning, deep learning, excel"
LinkedIn,AI engineer,Senior AI Engineer – AI Engineering  H/F - Sala Al Jadida (Technopolis),HCLTech,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/senior-ai-engineer-%E2%80%93-ai-engineering-h-f-sala-al-jadida-technopolis-at-hcltech-4271340531?position=11&pageNum=0&refId=KVtL7KovGgFmOLmgNjWoZw%3D%3D&trackingId=Djk14VI42zAW4OYE9qXfwA%3D%3D,"python, r, pytorch, aws, azure, machine learning"
LinkedIn,AI engineer,AI Engineer / Data Scientist Expérimenté F/H,Deloitte,"Méchouar de Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ai-engineer-data-scientist-exp%C3%A9riment%C3%A9-f-h-at-deloitte-4256176817?position=12&pageNum=0&refId=KVtL7KovGgFmOLmgNjWoZw%3D%3D&trackingId=rjRteiOGdBeBbxtAqao8Vw%3D%3D,"python, java, c++, r, tensorflow, keras, pytorch, pandas, numpy, matplotlib, seaborn, aws, azure, gcp, docker, machine learning, deep learning, nlp, computer vision"
LinkedIn,AI engineer,AI Engineer - Africa,The Flex,"Casablanca, Casablanca-Settat, Maroc",https://ma.linkedin.com/jobs/view/ai-engineer-africa-at-the-flex-4278637758?position=13&pageNum=0&refId=KVtL7KovGgFmOLmgNjWoZw%3D%3D&trackingId=HNnEOHzx1sbWO0yfJqS%2B8g%3D%3D,"r, aws, machine learning"
LinkedIn,AI engineer,AI Engineer - Africa,The Flex,"Rabat, Rabat-Salé-Kénitra, Maroc",https://ma.linkedin.com/jobs/view/ai-engineer-africa-at-the-flex-4278639525?position=14&pageNum=0&refId=KVtL7KovGgFmOLmgNjWoZw%3D%3D&trackingId=oCCh%2BJY0Oze7kr7TJ8fgaA%3D%3D,"r, aws, machine learning"
